REPORTED DATE :	12/11/2020	Page 1	SALEE COLOUR PUBLIC CO.,LTD.	 858 Moo 2, Soi 1C/1 Bangpu Industrial Estate, Bangpumai,  Muang Samutprakarn, Samutprakarn 10280, Thailand.
Tel : (66)0-2323-2601-8  Fax  (66)0-2323-2227-8	LOSS ON PROCESS
End days = จำนวนวันหลังจากที่โพส GR. จนถึงวัน End process	Delivery lead time : จำนวนวันโดยนับตั้งแต่เริ่มสร้าง Production จนถึงการ End process	Act lead time : จำนวนวันโดยนับจากการ Start production จนถึงการ End process
Item number	Item group	Production	Batch number	Configuration	Work center	S/O No.	Order	MIS.	GR.	LOSS	KPI % loss	%	Result	% Variance	Price variance	Quantity variance	Substitution variance	Total variance	Started	Ended date	End days	Act. lead time	Delivery lead time
MTWH4640	FG-COL-WH	PD62004064	FS62-006771	TWIN-L	21HM200-4	SO62008157	1,010.000	1,010.000	1,000.000	10.000	1.000	0.990	Pass	-34.368	-39,520.368	-5,606.410	5,781.434	-39,345.344	24/12/2019	13/1/2020	1	21	27
MTWH4640	FG-COL-WH	PD62004065	FS62-006772	TWIN-L	21HM200-1	SO62008157	1,010.000	1,010.000	1,000.000	10.000	1.000	0.990	Pass	-35.305	-40,426.777	-5,773.731	5,781.434	-40,419.074	24/12/2019	14/1/2020	2	22	28
MTWH4640	FG-COL-WH	PD62004066	FS62-006773	TWIN-L	21HM200-1	SO62008157	1,010.000	1,010.000	962.800	47.200	1.000	4.673	Fail	-28.386	-34,767.049	-2,303.372	5,781.434	-31,288.987	24/12/2019	21/1/2020	2	29	35
MTWH61	FG-WHITE	PD62004077	FS62-006792	TWIN-L	21HM200-5	SO62008180	1,010.060	1,010.060	1,000.000	10.060	1.000	0.996	Pass	-17.486	-16,987.226	-3,205.451	3,839.919	-16,352.758	24/12/2019	21/1/2020	2	29	34
MTWH61	FG-WHITE	PD62004078	FS62-006793	TWIN-L	21HM200-5	SO62008180	1,010.000	1,010.000	1,000.000	10.000	1.000	0.990	Pass	-19.692	-17,467.174	-948.382	0.000	-18,415.556	24/12/2019	24/1/2020	2	32	37
MTWH61	FG-WHITE	PD62004079	FS62-006794	TWIN-L	21HM200-5	SO62008180	1,010.000	1,010.000	957.300	52.700	1.000	5.218	Fail	-17.011	-16,711.832	1,482.929	0.000	-15,228.903	24/12/2019	25/1/2020	1	33	38
MTYE20209	FG-COLOUR	PD63000140	FS63-000271	TWIN-L	21HM75-1	SO63000258	25.400	25.400	24.500	0.900	3.100	3.543	Fail	38.532	700.895	141.610	146.698	989.203	13/1/2020	20/1/2020	1	8	8
MTYE21307	FG-COLOUR	PD63000291	FS63-000520	TWIN-L	21HM75-1	SO63000485	26.000	26.000	25.000	1.000	3.100	3.846	Fail	96.482	2,049.557	321.174	0.000	2,370.731	23/1/2020	30/1/2020	1	8	8
MUGY15619	FG-COLOUR	PD63000117	FS63-000240	TWIN-L	21HM200-2	SO63000213	52.901	53.012	50.800	2.212	3.100	4.173	Fail	134.380	6,556.118	708.851	1,206.474	8,471.443	10/1/2020	17/1/2020	1	8	8
MVBL13149	FG-COLOUR	PD63000024	FS63-000026	TWIN-L	21HM200-2	SO63000010	105.300	105.300	103.200	2.100	2.100	1.994	Pass	12.604	705.178	176.683	606.379	1,488.240	9/1/2020	18/1/2020	2	10	13
MVBR13207	FG-COLOUR	PD63000022	FS63-000024	TWIN-L	21HM200-2	SO63000010	105.200	122.419	114.600	7.819	2.100	6.387	Fail	123.591	16,826.838	2,209.125	2,573.955	21,609.918	9/1/2020	27/1/2020	3	19	22
MVGN13125	FG-COLOUR	PD63000025	FS63-000027	TWIN-L	21HM200-1	SO63000010	205.200	231.900	225.600	6.300	2.100	2.717	Fail	72.758	15,261.433	1,926.831	3,267.838	20,456.102	9/1/2020	23/1/2020	2	15	18
MVGN13196	FG-COLOUR	PD63000021	FS63-000023	TWIN-L	21HM200-1	SO63000010	104.900	104.901	102.900	2.001	2.100	1.908	Pass	18.256	2,035.357	758.932	298.384	3,092.673	6/1/2020	9/1/2020	1	4	4
MVGN13197	FG-COLOUR	PD63000026	FS63-000028	TWIN-L	21HM200-1	SO63000010	507.700	507.700	501.600	6.100	2.100	1.201	Pass	6.923	2,911.531	874.763	1,078.725	4,865.019	9/1/2020	16/1/2020	1	8	11
MVGY12973	FG-COLOUR	PD63000009	FS63-000009	TWIN-L	21HM200-3	SO62008358	52.000	55.627	53.500	2.127	3.100	3.824	Fail	111.305	5,935.606	963.033	-7.920	6,890.719	8/1/2020	15/1/2020	2	8	10
MVGY12974	FG-COLOUR	PD63000010	FS63-000010	TWIN-L	21HM200-3	SO62008358	52.400	54.511	51.600	2.911	3.100	5.340	Fail	177.718	8,707.237	1,054.285	259.740	10,021.262	9/1/2020	21/1/2020	1	13	16
MVGY13131	FG-COLOUR	PD63000020	FS63-000022	TWIN-L	21HM200-3	SO63000010	204.100	204.100	202.100	2.000	2.100	0.980	Pass	-2.122	-1,047.862	71.299	477.340	-499.223	9/1/2020	15/1/2020	2	7	10
MVGY15462	FG-COLOUR	PD63000046	FS63-000071	TWIN-L	21HM75-1	SO63000043	26.700	26.700	25.500	1.200	3.100	4.494	Fail	193.674	5,063.626	721.734	206.244	5,991.604	6/1/2020	13/1/2020	4	8	8
MVOR13216	FG-COLOUR	PD63000023	FS63-000025	TWIN-L	21HM200-1	SO63000010	205.200	227.733	223.700	4.033	2.100	1.771	Pass	11.016	991.965	-1,773.345	4,893.207	4,111.827	9/1/2020	18/1/2020	2	10	13
MVPK13130	FG-COLOUR	PD63000019	FS63-000021	TWIN-L	21HM200-1	SO63000010	103.200	103.200	102.100	1.100	2.100	1.066	Pass	83.535	9,310.511	1,205.307	409.925	10,925.743	6/1/2020	9/1/2020	2	4	4
MVYE16381	FG-COLOUR	PD63000185	FS63-000321	TWIN-L	21HM200-2	SO63000296	100.000	101.200	98.800	2.400	2.100	2.372	Fail	4.257	96.885	306.926	161.191	565.002	16/1/2020	20/1/2020	1	5	7
PXBL18672	FG-PM	PD63000075	FS63-000124	OT	21HM200-1	SO63000073	52.000	52.000	51.400	0.600	3.100	1.154	Pass	35.436	742.303	105.740	104.605	952.648	7/1/2020	14/1/2020	2	8	8
PXBR20895	FG-PM	PD63000122	FS63-000245	OT	21HM75-1	SO63000209	12.100	12.100	11.900	0.200	3.100	1.653	Pass	118.829	577.311	117.101	46.376	740.788	10/1/2020	16/1/2020	1	7	7
PXGN19192	FG-PM	PD62004123	FS62-006864	OT	21HM200-3	SO62008271	204.000	204.000	201.800	2.200	2.100	1.078	Pass	23.335	1,984.046	415.362	222.739	2,622.147	7/1/2020	10/1/2020	1	4	18
PXGN19192	FG-PM	PD63000076	FS63-000125	OT	21HM200-3	SO63000073	64.000	64.000	63.800	0.200	2.100	0.313	Pass	23.937	667.686	182.730	0.000	850.416	7/1/2020	9/1/2020	1	3	3
PXGN19192	FG-PM	PD63000257	FS63-000467	OT	21HM200-1	SO63000435	205.600	205.600	202.700	2.900	2.100	1.411	Pass	23.544	1,978.880	366.802	311.834	2,657.516	21/1/2020	28/1/2020	1	8	8
PXGN20224	FG-PM	PD63000084	FS63-000133	OT	21HM200-1	SO63000073	33.000	33.000	32.700	0.300	3.100	0.909	Pass	12.974	309.956	-67.009	94.291	337.238	8/1/2020	14/1/2020	1	7	8
PXGN20884	FG-PM	PD63000120	FS63-000243	OT	21HM75-1	SO63000209	11.801	11.801	11.500	0.301	3.100	2.551	Pass	13.165	54.328	-7.627	43.105	89.806	10/1/2020	16/1/2020	1	7	7
PXGN20916	FG-PM	PD63000121	FS63-000244	OT	21HM75-1	SO63000209	12.000	12.641	12.100	0.541	3.100	4.280	Fail	18.164	316.567	202.269	5.860	524.696	10/1/2020	25/1/2020	2	16	16
PXGN21404	FG-PM	PD63000001	FS63-000002	OT	21HM200-1	SO62008318	355.000	355.002	352.700	2.302	2.100	0.648	Pass	12.212	2,724.905	798.029	0.000	3,522.934	7/1/2020	10/1/2020	1	4	5
PXGY19674	FG-PM	PD63000085	FS63-000134	OT	21HM75-1	SO63000073	21.900	21.900	21.700	0.200	3.100	0.913	Pass	20.038	247.777	-33.848	126.772	340.701	8/1/2020	14/1/2020	2	7	8
PXGY20298	FG-PM	PD63000275	FS63-000492	OT	21HM200-1	SO63000446	205.900	205.900	204.200	1.700	2.100	0.826	Pass	9.752	1,774.724	-10.094	697.687	2,462.317	22/1/2020	29/1/2020	1	8	9
PXRD20306	FG-PM	PD63000074	FS63-000123	OT	21HM75-1	SO63000073	42.100	45.254	44.700	0.554	3.100	1.224	Pass	13.614	878.705	-881.065	985.325	982.965	7/1/2020	16/1/2020	2	10	10
PXRD20491	FG-PM	PD63000218	FS63-000376	OT	21HM200-2	SO63000340	43.000	43.000	41.800	1.200	3.100	2.791	Pass	4.731	380.348	-332.447	1,174.813	1,222.714	15/1/2020	25/1/2020	3	11	11
PXWH4430	FG-PM	PD63000302	FS63-000539	OT	21HM200-3	SO63000541	101.600	101.600	100.900	0.700	2.100	0.689	Pass	8.336	579.470	70.423	152.678	802.571	24/1/2020	29/1/2020	1	6	6
PXWH4462	FG-PM	PD63000119	FS63-000242	OT	21HM200-5	SO63000230	101.500	101.500	100.600	0.900	2.100	0.887	Pass	7.668	437.327	74.602	123.567	635.496	10/1/2020	17/1/2020	1	8	8
REPORTED DATE :	12/11/2020	Page 7	SALEE COLOUR PUBLIC CO.,LTD.	 858 Moo 2, Soi 1C/1 Bangpu Industrial Estate, Bangpumai,  Muang Samutprakarn, Samutprakarn 10280, Thailand.
Tel : (66)0-2323-2601-8  Fax  (66)0-2323-2227-8	LOSS ON PROCESS
End days = จำนวนวันหลังจากที่โพส GR. จนถึงวัน End process	Delivery lead time : จำนวนวันโดยนับตั้งแต่เริ่มสร้าง Production จนถึงการ End process	Act lead time : จำนวนวันโดยนับจากการ Start production จนถึงการ End process
Item number	Item group	Production	Batch number	Configuration	Work center	S/O No.	Order	MIS.	GR.	LOSS	KPI % loss	%	Result	% Variance	Price variance	Quantity variance	Substitution variance	Total variance	Started	Ended date	End days	Act. lead time	Delivery lead time
PXYE12473	FG-PM	PD63000127	FS63-000253	OT	21HM75-1	SO63000237	32.600	32.600	32.100	0.500	3.100	1.534	Pass	4.757	60.810	-205.224	262.331	117.917	13/1/2020	17/1/2020	1	5	5
PXYE20225	FG-PM	PD63000072	FS63-000122	OT	21HM200-3	SO63000073	43.900	43.900	43.500	0.400	3.100	0.911	Pass	1.965	-18.988	-322.468	520.317	178.861	7/1/2020	13/1/2020	1	7	7
PXYE5527	FG-PM	PD63000126	FS63-000252	OT	21HM10-1	SO63000237	6.000	6.000	5.800	0.200	3.100	3.333	Fail	-24.596	-201.474	-35.407	0.000	-236.881	13/1/2020	17/1/2020	1	5	5
PXYE6451	FG-PM	PD63000182	FS63-000318	OT	21HM75-1	SO63000286	26.701	26.701	26.300	0.401	3.100	1.502	Pass	5.784	70.890	-85.408	138.018	123.500	14/1/2020	20/1/2020	1	7	7
RENA20938	FG-AD	PD63000100	FS63-000159	OT	Packer_1	SO63000105	200.000	200.000	199.900	0.100	2.100	0.050	Pass	-0.938	-107.827	-53.430	0.000	-161.257	15/1/2020	17/1/2020	1	3	9
SE01BK09A	SBK	PD63000213	FS63-000359	TWIN-L	21TM500-1	Manual	250.000	250.000	249.600	0.400	2.100	0.160	Pass	10.788	-147.226	-38.910	2,792.600	2,606.464	15/1/2020	21/1/2020	2	7	8
SE10GN01A	SCOL	PD63000200	FS63-000343	TWIN-L	21TM500-1	Manual	250.000	250.000	249.500	0.500	2.100	0.200	Pass	-10.951	-3,169.887	-254.251	0.000	-3,424.138	14/1/2020	18/1/2020	1	5	5
SE10RD01A	SCOL	PD63000309	FS63-000548	TWIN-L	21HM200-3	Manual	50.000	50.000	49.300	0.700	3.100	1.400	Pass	60.690	9,396.125	1,008.536	-5.300	10,399.361	27/1/2020	30/1/2020	1	4	7
SE40OR24A	SCOL	PD63000145	FS63-000276	TWIN-L	21HM75-1	Manual	10.000	10.000	9.500	0.500	3.100	5.000	Fail	103.128	2,974.766	476.826	65.378	3,516.970	13/1/2020	16/1/2020	1	4	4
SE40OR24A	SCOL	PD63000307	FS63-000546	TWIN-L	21HM200-3	Manual	30.000	30.000	29.400	0.600	3.100	2.000	Pass	44.591	4,107.982	416.404	181.797	4,706.183	24/1/2020	30/1/2020	1	7	7
SE40RD06A	SCOL	PD63000125	FS63-000251	TWIN-L	21HM200-2	Manual	100.458	100.457	97.300	3.157	2.100	3.143	Fail	13.348	3,179.835	1,324.780	0.000	4,504.615	13/1/2020	23/1/2020	2	11	11
SE40YE11A	SCOL	PD63000205	FS63-000351	TWIN-L	21HM200-2	Manual	250.000	250.000	242.200	7.800	2.100	3.120	Fail	7.312	3,049.013	2,545.186	0.000	5,594.199	22/1/2020	30/1/2020	1	9	17
SE40YE12A	SCOL	PD62004084	FS62-006801	TWIN-L	21HM200-2	Manual	250.000	250.000	242.000	8.000	2.100	3.200	Fail	10.538	4,362.043	3,215.006	0.000	7,577.049	23/12/2019	7/1/2020	2	16	20
SE65WH01A	SWH	PD63000152	FS63-000287	TE75	21HM200-4	Manual	10,000.000	9,780.000	9,778.000	2.000	0.500	0.020	Pass	-17.522	7,930.300	-6,588.027	-145,495.940	-144,153.667	21/1/2020	29/1/2020	2	9	17
SIBK57A	SBK	PD63000003	FS63-000003	OT	21HM75-1	Manual	25.000	25.000	24.800	0.200	3.100	0.800	Pass	38.367	105.281	26.247	0.000	131.528	6/1/2020	9/1/2020	3	4	4
SIGN09A	SCOL	PD63000081	FS63-000130	OT	21HM200-3	Manual	100.000	100.000	99.600	0.400	2.100	0.400	Pass	140.921	1,008.402	255.725	-8.920	1,255.207	7/1/2020	9/1/2020	1	3	3
SPXBL19917	SCO	PD63000233	FS63-000405	OT	21HM10-1	Manual	3.400	3.800	3.600	0.200	3.100	5.263	Fail	28.145	116.201	-7.413	70.963	179.751	16/1/2020	24/1/2020	2	9	9
SPXBL20112	SCO	PD63000234	FS63-000406	OT	21HM10-1	Manual	4.200	4.200	4.000	0.200	3.100	4.762	Fail	16.914	105.883	-199.885	290.632	196.630	16/1/2020	24/1/2020	2	9	9
SRHDP01-4	SRM	PD62004133	FS62-006888	OT	25PM500-1	Manual	700.000	700.000	700.000	0.000	1.000	0.000	Pass	1.990	271.203	236.050	0.000	507.253	6/1/2020	9/1/2020	2	4	15
SRHDP01-4	SRM	PD63000071	FS63-000102	OT	25PM500-1	Manual	700.000	700.000	700.000	0.000	1.000	0.000	Pass	2.310	314.793	273.987	0.000	588.780	7/1/2020	9/1/2020	2	3	3
SRHDP18	SRM	PD63000108	FS63-000204	OT	25MF600-1	Manual	5,250.000	5,250.000	5,250.000	0.000	0.500	0.000	Pass	1.172	1,274.114	442.594	0.000	1,716.708	13/1/2020	17/1/2020	1	5	9
SRHDP18	SRM	PD63000109	FS63-000205	OT	25MF600-1	Manual	5,250.000	5,250.000	5,250.000	0.000	0.500	0.000	Pass	-1.253	-2,838.578	1,002.160	0.000	-1,836.418	13/1/2020	23/1/2020	3	11	15
SRLDP05	SRM	PD63000062	FS63-000093	OT	25PM500-3	Manual	3,000.000	3,000.000	3,000.000	0.000	0.500	0.000	Pass	-0.122	-648.676	527.952	0.000	-120.724	8/1/2020	17/1/2020	1	10	11
SRLDP20	SRM	PD63000189	FS63-000325	OT	25MF600-1	Manual	2,000.000	2,000.000	2,000.000	0.000	1.000	0.000	Pass	-1.090	-1,122.513	67.443	0.000	-1,055.070	14/1/2020	30/1/2020	8	17	17
SRLLP05-2	SRM	PD63000128	FS63-000254	OT	25PM500-3	Manual	22.940	22.940	22.900	0.040	3.100	0.174	Pass	194.012	703.863	585.583	0.000	1,289.446	13/1/2020	15/1/2020	1	3	3
SRLLP20	SRM	PD63000111	FS63-000209	OT	25MF600-1	Manual	5,250.000	5,250.000	5,250.000	0.000	0.500	0.000	Pass	1.818	1,841.914	821.961	0.000	2,663.875	9/1/2020	16/1/2020	2	8	8
SRLLP20	SRM	PD63000112	FS63-000210	OT	25PM500-1	Manual	4,572.000	4,572.000	4,572.000	0.000	0.500	0.000	Pass	1.165	1,156.452	330.049	0.000	1,486.501	9/1/2020	30/1/2020	1	22	22
SRNYP15	SRM	PD63000332	FS63-000582	OT	25PM500-1	Manual	9.000	9.000	9.000	0.000	3.100	0.000	Pass	5.614	41.848	36.419	0.000	78.267	28/1/2020	30/1/2020	1	3	3
SRNYP16	SRM	PD63000292	FS63-000521	OT	25PM500-2	Manual	150.000	150.000	150.000	0.000	2.100	0.000	Pass	-0.759	-65.380	-56.905	0.000	-122.285	23/1/2020	25/1/2020	1	3	3
SRPBP02	SRM	PD63000090	FS63-000148	OT	25PM500-3	Manual	125.000	125.000	125.000	0.000	2.100	0.000	Pass	-4.738	-783.051	37.937	0.000	-745.114	8/1/2020	13/1/2020	4	6	6
SRPOP02	SRM	PD63000073	FS63-000121	OT	25PM500-3	Manual	50.000	50.000	50.000	0.000	3.100	0.000	Pass	-0.403	-10.895	-9.484	0.000	-20.379	13/1/2020	16/1/2020	1	4	10
SRPPCP03	SRM	PD63000016	FS63-000018	OT	25PM500-2	Manual	1,025.000	1,025.000	1,025.000	0.000	1.000	0.000	Pass	0.000	0.000	0.000	0.000	0.000	27/1/2020	30/1/2020	2	4	25
SRPPHP11	SRM	PD63000047	FS63-000072	OT	25PM500-3	Manual	4,000.000	4,000.000	4,000.000	0.000	0.500	0.000	Pass	1.097	-155.152	1,605.711	0.000	1,450.559	6/1/2020	13/1/2020	4	8	8
SRPPHP11	SRM	PD63000146	FS63-000281	OT	25PM500-3	Manual	5,000.000	5,000.000	5,000.000	0.000	0.500	0.000	Pass	0.288	-368.434	845.328	0.000	476.894	14/1/2020	20/1/2020	3	7	8
SRPPHP11	SRM	PD63000147	FS63-000282	OT	25PM500-2	Manual	5,000.000	5,000.000	5,000.000	0.000	0.500	0.000	Pass	0.700	37.229	1,120.369	0.000	1,157.598	14/1/2020	28/1/2020	1	15	16
SRPPHP25	SRM	PD63000204	FS63-000350	OT	25PM500-2	Manual	1,300.000	1,300.000	1,300.000	0.000	1.000	0.000	Pass	-1.990	-1,147.450	132.778	0.000	-1,014.672	20/1/2020	25/1/2020	1	6	12
SRPTP01	SRM	PD63000027	FS63-000029	OT	25PM500-3	Manual	5,500.000	5,500.000	5,500.000	0.000	0.500	0.000	Pass	-18.041	-38,064.140	379.367	0.000	-37,684.773	7/1/2020	14/1/2020	1	8	9
SRPTP05	SRM	PD63000148	FS63-000283	OT	25PM500-3	Manual	815.470	815.470	815.400	0.070	1.000	0.009	Pass	0.463	69.776	79.272	0.000	149.048	13/1/2020	15/1/2020	2	3	3
SRPTP05	SRM	PD63000155	FS63-000292	OT	25PM500-3	Manual	2,400.000	2,400.000	2,400.000	0.000	0.500	0.000	Pass	-0.633	-600.000	0.000	0.000	-600.000	13/1/2020	17/1/2020	1	5	5
SXBK57A	SBK	PD62004129	FS62-006873	OT	21HM75-1	Manual	10.000	10.000	9.900	0.100	3.100	1.000	Pass	155.219	334.821	84.717	0.000	419.538	25/12/2019	7/1/2020	2	14	14
SXGN01A	SCOL	PD63000299	FS63-000533	OT	21HM200-3	Manual	50.000	50.000	49.800	0.200	3.100	0.400	Pass	36.350	538.599	141.791	0.000	680.390	24/1/2020	29/1/2020	2	6	7
SXGN09A	SCOL	PD62004126	FS62-006868	OT	21HM75-1	Manual	25.000	25.000	24.900	0.100	3.100	0.400	Pass	51.383	354.192	88.687	-22.300	420.579	25/12/2019	7/1/2020	2	14	14
SXOB03A	SCOL	PD63000270	FS63-000482	OT	21HM200-1	Manual	75.000	75.000	74.700	0.300	2.100	0.400	Pass	3.733	356.407	142.758	0.000	499.165	24/1/2020	29/1/2020	1	6	9
SXVL04A	SCOL	PD63000133	FS63-000263	OT	21HM200-2	Manual	200.000	200.000	199.600	0.400	2.100	0.200	Pass	10.054	1,124.256	311.053	0.000	1,435.309	15/1/2020	18/1/2020	1	4	6
REPORTED DATE :	12/11/2020	Page 8	SALEE COLOUR PUBLIC CO.,LTD.	 858 Moo 2, Soi 1C/1 Bangpu Industrial Estate, Bangpumai,  Muang Samutprakarn, Samutprakarn 10280, Thailand.
Tel : (66)0-2323-2601-8  Fax  (66)0-2323-2227-8	LOSS ON PROCESS
End days = จำนวนวันหลังจากที่โพส GR. จนถึงวัน End process	Delivery lead time : จำนวนวันโดยนับตั้งแต่เริ่มสร้าง Production จนถึงการ End process	Act lead time : จำนวนวันโดยนับจากการ Start production จนถึงการ End process
Item number	Item group	Production	Batch number	Configuration	Work center	S/O No.	Order	MIS.	GR.	LOSS	KPI % loss	%	Result	% Variance	Price variance	Quantity variance	Substitution variance	Total variance	Started	Ended date	End days	Act. lead time	Delivery lead time
SXYE03A	SCOL	PD63000311	FS63-000553	OT	21HM200-1	Manual	125.000	125.000	124.600	0.400	2.100	0.320	Pass	-16.415	-903.159	-82.412	0.000	-985.571	24/1/2020	29/1/2020	1	6	6
SXYE10A	SCOL	PD63000007	FS63-000007	OT	21HM10-1	Manual	5.000	5.000	4.900	0.100	3.100	2.000	Pass	58.011	166.595	42.187	56.500	265.282	6/1/2020	9/1/2020	2	4	4
SXYED01A	SCOL	PD63000018	FS63-000020	OT	21HM10-1	Manual	5.000	5.000	4.900	0.100	3.100	2.000	Pass	0.071	253.645	68.927	-320.500	2.072	6/1/2020	9/1/2020	3	4	4
Grand total	-358,938.495	327,745.887	-324,526.251	-355,718.859	332,392.715	332,644.561	330,680.318	1,964.243
