AEAB15378,FG-AD,PD63001899,FS63-003433,TWIN-L,21HM200-1,SO63003676,53,53,51.4,1.6,3.1,3.019,Pass,110.013,"4,766.03","1,779.23",0,"6,545.26",19/6/2020,29/6/2020,1,11,13
AEAO16318,FG-AD-SER,PD63001922,FS63-003469,TWIN-L,21HM200-5,SO63003753,"1,000.00","1,000.00",993.8,6.2,1,0.62,Pass,-51.448,"-26,991.83","-2,570.52",10,"-29,552.35",23/6/2020,29/6/2020,1,7,11
AEAO598,FG-AD,PD63001900,FS63-003434,TWIN-L,21HM200-4,SO63003677,53,53,50,3,3.1,5.66,Fail,165.061,"7,033.14","2,665.27",0,"9,698.40",19/6/2020,29/6/2020,3,11,13
AEAS281,FG-AD,PD63001781,FS63-003238,TWIN-L,21HM200-4,SO63003441,503.8,503.8,499.9,3.9,2.1,0.774,Pass,4.194,"1,086.79",271.831,300.781,"1,659.41",19/6/2020,29/6/2020,1,11,25
AEOB16776,FG-AD,PD63001769,FS63-003211,TWIN-L,21HM200-4,SO63003418,406.2,406.2,402.5,3.7,2.1,0.911,Pass,-23.794,"-9,023.56","-3,264.18",516.238,"-11,771.50",19/6/2020,29/6/2020,1,11,26
AEPA182,FG-AD,PD63001720,FS63-002475,TWIN-L,21HM200-5,PD63001419,"1,010.80","1,010.80",998.8,12,1,1.187,Fail,25.114,"-26,417.85","-2,198.35","59,192.56","30,576.36",1/6/2020,15/6/2020,3,15,19
AEPA21538,FG-AD,PD63001746,FS63-003157,TWIN-L,21HM200-2,SO63003370,200,200,196.1,3.9,2.1,1.95,Pass,-4.295,-778.893,131.49,0,-647.403,2/6/2020,10/6/2020,2,9,10
AEPF18079,FG-AD,PD63001764,FS63-003206,OT,21TM100-1,SO63003416,677.9,677.9,677.2,0.7,1,0.103,Pass,0.398,402.335,-200.92,482.912,684.327,11/6/2020,19/6/2020,2,9,16
AEPF21238,FG-AD,PD63001579,FS63-002816,OT,21TM100-1,SO63002983,101,101,100.7,0.3,2.1,0.297,Pass,-4.965,"-1,185.80",1.34,0,"-1,184.46",26/5/2020,5/6/2020,1,11,25
AEPF21238,FG-AD,PD63001580,FS63-002817,OT,21TM100-1,SO63002985,101,101,100.8,0.2,2.1,0.198,Pass,-5.059,"-1,186.46",-21.696,0,"-1,208.16",26/5/2020,5/6/2020,1,11,25
AESA16796,FG-AD,PD63001830,FS63-003317,TWIN-L,21HM200-4,SO63003530,"1,010.90","1,010.90","1,003.90",7,1,0.692,Pass,-22.377,"-18,463.11","-6,190.41",420.695,"-24,232.82",12/6/2020,26/6/2020,1,15,17
AESB12711,FG-AD,PD63001817,FS63-003297,TE75,21HM500-1,SO63003514,"4,187.36","4,012.36","4,006.00",6.36,0.5,0.159,Pass,-0.597,"-3,291.26","1,794.14",338.959,"-1,158.17",10/6/2020,19/6/2020,4,10,11
AEUV13233,FG-AD,PD63001724,FS63-002607,TE75,21HM200-4,PD63001483,"5,320.40","5,320.40","5,053.00",267.4,0.5,5.026,Fail,15.525,"-7,559.57",-806.279,"85,674.37","77,308.52",1/6/2020,5/6/2020,5,5,9
